English,Nyoro
"It is through Christ that all of us, Jews and Gentiles, are able to come in the one Spirit into the presence of the Father.",baitu habwogu itwe itwembi tunyina okui’ar kwaitu hali Isitwe omu Mwoyo omu. 
" we wear ourselves out with hard work. When we are cursed, we bless; when we are persecuted, we endure; ",ntutabana tukozire nemikono yaitu itwenka: obutute’rwa enaku tusabira omugisa: obutuhigwa tugumisiriza: 
 By his death on the cross Christ destroyed their enmity; by means of the cross he united both races into one body and brought them back to God. ,"kandi ateranize bombi omu mubiri gumu hamu na Ruhanga obwomutimagwe, oguyaisize obunyanzigwa: "
Whoever believes and is baptized will be saved; whoever does not believe will be condemned. ,Anyakuikiriza nabatizibwa nuwe alijunwa; baitu ataikiriza omusango gulimusinga. 
"The two then explained to them what had happened on the road, and how they had recognized the Lord when he broke the bread.","kandi abonekire Simoni. Babatebeza ebi ebyomu muhanda, kandi okwamanyisibwege habwokucwamu omugati. "
 A good person brings good out of the treasure of good things in his heart; a bad person brings bad out of his treasure of bad things. For the mouth speaks what the heart is full of.,Omuntu asemire aiha ekisemire omu lyahu’ro erisemire eryomutimagwe; kandi omuntu ebihire aiha ekibihire omu lyahu’ro eribihire: baitu ebisaga omu mutima akanwake nibyo kagamba. 
"I beg you, then, not to be discouraged because I am suffering for you; it is all for your benefit.","Nukwo nsabire inywe, mutagwa ensazi obwomuhito gwange habwanyu, nikyo kitinisa kyanyu."
"Everyone else is concerned only with their own affairs, not with the cause of Jesus Christ. ","Baitu bona nibase’ra ebyabu bonka, tibiri bya Yesu Kristo. "
 I assure you that anyone who gives you a drink of water because you belong to me will certainly receive a reward.,"buli ali habwaitu.Baitu omuntu wena alibanywisa empwahwa yamaizi, inywe obwokuba aba Kristo, mananukwo nimbagambira nti taliburwa emperaye na kake. "
"At once Elymas felt a dark mist cover his eyes, and he walked around trying to find someone to lead him by the hand. ","Kandi hati bunu dora, omukono gwa Mukama waitu guli haliwe. orafa amaiso okutarora izoba ekicu. Ahonaho ekiho kikamugwaho nomuirima; yahamanga nase'ra abantu okumunanata. "
"We see, then, that they were not able to enter the land, because they did not believe.",Kandi tuboine ngu batasobole okutahamu obwokutaikiriza.
Paul gathered up a bundle of sticks and was putting them on the fire when a snake came out on account of the heat and fastened itself to his hand. ,"Baitu Paulo obuyasenyire omuganda gwenku, nazita ha mu'ro, wahimbiri yarugamu obwekibabu, yamukwatwa omukono. "
Saul stayed for a few days with the believers in Damascus. ,Kandi akaikara nabegeswa abakaba bali Damasiko ebiro bike. 
This means that no one can boast in God's presence. ,nukwo omubiri gwona gutenyumiza gwonka omu maiso ga Ruhanga. 
"And you also became God's people when you heard the true message, the Good News that brought you salvation. You believed in Christ, and God put his stamp of ownership on you by giving you the Holy Spirit he had promised. ","kandi nainywe omuluwe obumwahulire ekigambo ekyamazima, niyo enjiri eyokujunwa kwanyu, kandi ogu obumwaikirize oumwaterirweho akokuro’raho Nomwoyo Ogurukwera owomurago, "
They loved human approval rather than the approval of God.,baitu bakagonza ekitinisa ekyabantu okukira ekitinisa ekya Ruhanga.
The people who were in the house with Mary comforting her followed her when they saw her get up and hurry out. They thought that she was going to the grave to weep there.,"Kandi Abayudaya abakaba bali omu nju nauwe nibamuiruki’ra, obubaboine Malyamu namatuka naturuka, bamukuratira nibatekereza ngu nagenda hali ekituro okuli’rayo. "
"My children, keep yourselves safe from false gods!",Abana bange abato mwerindege hali ebisisani.
"The day this happened was a Sabbath, ","Ahonaho omusaija yakira, ya yetweka ekiragokye yagenda."
"He knelt down and cried out in a loud voice, “Lord! Do not remember this sin against them!” He said this and died.","Yateza amaju, yayami'ra niraka erihango ati Mukama wange otabajunaniza ekibi kinu. Obuyamazire okugamba ebi yagwijagara."
Or is God the God of the Jews only? Is he not the God of the Gentiles also? Of course he is. ,Rundi Ruhanga Wabayudaya bonka? Tinuwe Ruhanga Wabamahanga nabo: 
"Jesus perceived what they were thinking, and so he said, “Why are you thinking such evil things? ",Baitu Yesu obuyamanyire ebitekerezo byabu yagamba ati Kikyekibatekerezesa obubi omu mitima yanyu? 
"It hit the ship, and since it was impossible to keep the ship headed into the wind, we gave up trying and let it be carried along by the wind. ","kandi ekyombo obukyakwasirwe, kitasobole okugenda omu maiso gihunga, twaleka, lyatutwara lyonka. "
"until the day he was taken up to heaven. Before he was taken up, he gave instructions by the power of the Holy Spirit to the men he had chosen as his apostles. ","okukora nokwegesa, okuhikya ekiro eki ekiyatwalirwemu omu iguru, obuyamazire okuragira Habwomwoyo Ogurukwera abakwenda abayakomeramu. "
"For we are not fighting against human beings but against the wicked spiritual forces in the heavenly world, the rulers, authorities, and cosmic powers of this dark age. ","Baitu titurukufukana nesagama nomubiri, baitu nabakuru nabobusobozo nabarukulema ensi abomuirima gunu, nemyoyo eyobubi eyomu biikaro ebyahaiguru. "
" The crowds walking in front of Jesus and those walking behind began to shout, “Praise to David's Son! God bless him who comes in the name of the Lord! Praise be to God!”","Ebitebe ebyamwebembire, nebi ebyarugire enyuma, nibatokera ha iguru, nibagamba ngu Hosana hali Omwana wa Daudi: Ahairwe omugisa arukuija omu ibara lya Mukama. Hosana ha iguru muno. "
 And any tree that does not bear good fruit is cut down and thrown in the fire. ,"Omuti gwona ogutana byana ebisemire, bagutema, bagunaga omu mu’ro. "
" These, then, will be sent off to eternal punishment, but the righteous will go to eternal life.”","Na bali baligenda mukubona bonesebwo okutahwaho, baitu abahikirire baligenda omu bwomezi obutahwaho."
"With one sacrifice, then, he has made perfect forever those who are purified from sin.",Baitu obwekihongwa ekimu akahikiriza abanyakwezebwa okumara ebiro byona. 
"Someone will say, “Paul's letters are severe and strong, but when he is with us in person, he is weak, and his words are nothing!” ","Baitu nibagamba mani, baitu obwaba aloho omubirigwe mugara, nebigambobye byokugayibwa. "
"But each one will be raised in proper order: Christ, first of all; then, at the time of his coming, those who belong to him. ",Baitu abantu bona omu ruburwabu bonka: Kristo nugwo muganuro; hanyumaye abo abali ba Kristo obwaliija. 
The seeds that fell on rocky ground stand for those who receive the message gladly as soon as they hear it. ,"Nogu asigirwe ha myandara nuwogu anyakuhu’ra ekigambo, ahonaho akiikiriza nokusemererwa; "
"If you give these instructions to the believers, you will be a good servant of Christ Jesus, as you feed yourself spiritually on the words of faith and of the true teaching which you have followed. ","Obwoliijukya bene banyu ebigambo binu oliba muhereza murungi owa Kristo Yesu, noku’ra omu bigambo byokuikiriza nebyokwegesa okurungi okuwakuratire okuhikya hati: "
"while we sent Timothy, our brother who works with us for God in preaching the Good News about Christ. We sent him to strengthen you and help your faith, ","kandi twatuma Timuseo mwene waitu, kandi omuhereza wa Ruhanga omu njiri ya Kristo, okubagumya nokubahumuza omu byakuikiriza kwanyu; "
"They will not follow someone else; instead, they will run away from such a person, because they do not know his voice.”","baitu zimumanyire iraka; Ondi tizirimukuratira, zirimuiruka kwonka: baitu tizimanyire iraka lyondi. "
" So if your right eye causes you to sin, take it out and throw it away! It is much better for you to lose a part of your body than to have your whole body thrown into hell. ","Rundi eriso lyawe eryobulyo liraba nirikutabaijura, olihemu, okinage hara, baitu nikyo kurukukira oburungi ekicweka kyawe ekimu okubura, omubiri gwawe gwona gutanagwa omu Gehena. "
“All this you see—the time will come when not a single stone here will be left in its place; every one will be thrown down.”,"yagamba ati Ebintu binu ebimurukurora, ebiro biriija obuhatalisigwa hanu ibale erinyakuli ha ibale eritalinagwa hansi. "
"“Go to a certain man in the city,” he said to them, “and tell him: ‘The Teacher says, My hour has come; my disciples and I will celebrate the Passover at your house.’”","Yagamba ati Mugende ha rubuga ombananka, mumugambire ngu Omwegesa nagamba ati Akasumi kange kamalize kuija; omu nju yawe nuho ndalira Okuhingurwaho hamu nabegeswa bange. "
"if they pick up snakes or drink any poison, they will not be harmed; they will place their hands on sick people, and these will get well.”","balikwata enjoka, kandi obubaliba nibanywa ekirukuita kyona, tikiribarwaza na kake; balitaho emikono yabu ha barwaire, nabo balikira."
"“Those who declare publicly that they belong to me, I will do the same for them before my Father in heaven. ","Nukwo omuntu wena alinkyikiriza omu maiso gabantu, uwe ndimuikiriza omu maiso ga Isenyowe ali mu iguru. "
At last the city clerk was able to calm the crowd. “Fellow Ephesians!” he said. “Everyone knows that the city of Ephesus is the keeper of the temple of the great Artemis and of the sacred stone that fell down from heaven. ,"Kandi omuhandiki obuyamazire okuculeza ekitebe, yagamba ati Inywe abasaija Abefeso, muntu ki atarukumanya ngu orubuga rwa Efeso nurwo rulinda yekaru ya Atemi omukuru, nekisisani ekyaragaire hansi okuruga hali Zeu? "
" I was hungry and you fed me, thirsty and you gave me a drink; I was a stranger and you received me in your homes, ","Baitu nkaba nyine enjara, nainywe mukampa ebyokulya; nkaba nyine iroho nainywe mukanywisa; kabandi munyaihanga, nainywe mukangonyesa; "
" and so we look forward to possessing the rich blessings that God keeps for his people. He keeps them for you in heaven, where they cannot decay or spoil or fade away. ","Hali obugwetwa obutarukujunda, obutasisikaire obutalihwaho, obunyakwahulirwe omu iguru, "
"Philip found himself in Azotus; he went on to Caesarea, and on the way he preached the Good News in every town.",Baitu Firipo akazokera Azoto: yahingura natebeza enjiri omu mbuga zona okuhika Kaisaliya.
"The people there were more open-minded than the people in Thessalonica. They listened to the message with great eagerness, and every day they studied the Scriptures to see if what Paul said was really true. ","Kandi banu bakaba bali barungi okukira abo aba Sesalonika, baitu bakaikiriza ekigambo nomutima ogurukurahuka muno, nibase'ra omu Byahandikirwe obukyabukya, rundi ebigambo ebi biri biti. "
"The angel answered, “The Holy Spirit will come on you, and God's power will rest upon you. For this reason the holy child will be called the Son of God. ","Maraika yagarukamu namugambira ati Omwoyo Ogurukwera alikuizira, namani gogu anyakuli haiguru muno galikusirikiriza: kandi eki ekirizarwa nikyo kiryeterwa Ekirukwera. Omwana wa Ruhanga. "
"After the soldiers had crucified Jesus, they took his clothes and divided them into four parts, one part for each soldier. They also took the robe, which was made of one piece of woven cloth without any seams in it. ","Kandi baserikale abubamazire okubamba Yesu ha muti, batwara ebyokujwarabye nibateka emiteko ena, serikale omuteko na serikale omuteko: nekanzuye, baitu ekarukibwa kwonka okuruga eruguru. "
"We are ruled by the love of Christ, now that we recognize that one man died for everyone, which means that they all share in his death. ","Baitu okugonza kwa Kristo nukutuhambiriza, baitu tutekerize kinu ngu omu akafa habwa bona, nukwo bona bafire bati; "
So you became an example to all believers in Macedonia and Achaia. ,"nukwo mwafokere muti ekyokuro’raho hali bona abarukuikiriza, omu Makedoni nomu Akaya. "
"Everything that belongs to the world—what the sinful self desires, what people see and want, and everything in this world that people are so proud of—none of this comes from the Father; it all comes from the world. ","Baitu byona eebinyakuli omunsi, okwegomba okwomubiri, nokwegomba okwamaiso, nokwenyumiza okwobwomezi okutarumu, tibiruga omuli Isitwe, baitu biruga hali ensi. "
"He answered, “Whoever has two shirts must give one to the man who has none, and whoever has food must share it.”","Yagarukamu nabagambira ati Anyakuina ebyesomeko bibiri, amuheho ogu atanyinakyo; nanyakuina ebyokulya, nukwo agire ati. "
"Christ rules there above all heavenly rulers, authorities, powers, and lords; he has a title superior to all titles of authority in this world and in the next. ","okukira okulema kwona, nobusobozi, namani, nobukama, nibara lyona erinyakugambwa, tihali omu businge bunu bwonka, baitu nomuli obu oburukugenda kuija: "
